2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	0	4	4	4	0	0	0	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	0	4	4	4	0	0	0	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	4	4	4	0	4	0	2
2	2	4	4	4	4	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	0	0	0	2
2	2	4	4	4	4	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	6	0	0	0	0	0	0	4	4	4	4	0	0	0	0	0	4	4	4	4	4	4	4	4	0	0	0	2
2	2	4	4	4	4	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	4	4	4	4	4	0	0	0	0	4	4	4	4	4	4	4	4	0	0	0	2
2	2	0	0	6	0	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	4	4	4	4	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	2
2	2	0	0	0	0	4	4	4	4	4	2	2	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	4	0	0	0	4	0	0	4	4	0	0	0	0	2
2	2	0	4	4	0	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	0	0	0	4	4	4	4	4	0	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	2
